"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"08:46:56.5012256 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044C\{6346F0DC-2FE4-40E6-99D5-7362723C3780}\SubItemInSettingUI","NAME NOT FOUND","Length: 16"
"08:46:56.5012353 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044C\{6346F0DC-2FE4-40E6-99D5-7362723C3780}\Enable","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"08:46:56.5012462 AM","DllHost.exe","27228","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044C\{6346F0DC-2FE4-40E6-99D5-7362723C3780}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5012565 AM","DllHost.exe","27228","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044C\{6346F0DC-2FE4-40E6-99D5-7362723C3780}\DependentProfileForEnabling","NAME NOT FOUND","Desired Access: Read"
"08:46:56.5012691 AM","DllHost.exe","27228","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044C\{6346F0DC-2FE4-40E6-99D5-7362723C3780}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5012806 AM","DllHost.exe","27228","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044C\{6346F0DC-2FE4-40E6-99D5-7362723C3780}\DependentProfileForDisabling","NAME NOT FOUND","Desired Access: Read"
"08:46:56.5012936 AM","DllHost.exe","27228","RegCloseKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044C\{6346F0DC-2FE4-40E6-99D5-7362723C3780}","SUCCESS",""
"08:46:56.5013069 AM","DllHost.exe","27228","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044C","NO MORE ENTRIES","Index: 1, Length: 288"
"08:46:56.5013188 AM","DllHost.exe","27228","RegCloseKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044C","SUCCESS",""
"08:46:56.5013282 AM","DllHost.exe","27228","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile","SUCCESS","Index: 9, Name: 0x0000044E"
"08:46:56.5013392 AM","DllHost.exe","27228","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5013492 AM","DllHost.exe","27228","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044E","SUCCESS","Desired Access: Read"
"08:46:56.5013726 AM","DllHost.exe","27228","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044E","SUCCESS","Index: 0, Name: {DBEB227A-4EF6-45A6-85B5-B1A03D95BB66}"
"08:46:56.5013884 AM","DllHost.exe","27228","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5013986 AM","DllHost.exe","27228","RegQueryKey","HKLM","SUCCESS","Query: Name"
"08:46:56.5014153 AM","DllHost.exe","27228","RegOpenKey","HKCR\WOW6432Node\CLSID\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\InprocServer32","NAME NOT FOUND","Desired Access: Read"
"08:46:56.5014307 AM","DllHost.exe","27228","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5014398 AM","DllHost.exe","27228","RegQueryKey","HKLM","SUCCESS","Query: Name"
"08:46:56.5014541 AM","DllHost.exe","27228","RegOpenKey","HKCR\WOW6432Node\CLSID\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LocalServer32","NAME NOT FOUND","Desired Access: Read"
"08:46:56.5014675 AM","DllHost.exe","27228","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044E","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5014771 AM","DllHost.exe","27228","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044E\{DBEB227A-4EF6-45A6-85B5-B1A03D95BB66}","SUCCESS","Desired Access: Read"
"08:46:56.5014955 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044E\{DBEB227A-4EF6-45A6-85B5-B1A03D95BB66}\Display Description","SUCCESS","Type: REG_EXPAND_SZ, Length: 78, Data: @%SystemRoot%\system32\input.dll,-5245"
"08:46:56.5016975 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044E\{DBEB227A-4EF6-45A6-85B5-B1A03D95BB66}\SubstituteLayout","NAME NOT FOUND","Length: 144"
"08:46:56.5017093 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044E\{DBEB227A-4EF6-45A6-85B5-B1A03D95BB66}\HiddenInSettingUI","NAME NOT FOUND","Length: 16"
"08:46:56.5017190 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044E\{DBEB227A-4EF6-45A6-85B5-B1A03D95BB66}\SubItemInSettingUI","NAME NOT FOUND","Length: 16"
"08:46:56.5017289 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044E\{DBEB227A-4EF6-45A6-85B5-B1A03D95BB66}\Enable","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"08:46:56.5017422 AM","DllHost.exe","27228","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044E\{DBEB227A-4EF6-45A6-85B5-B1A03D95BB66}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5017525 AM","DllHost.exe","27228","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044E\{DBEB227A-4EF6-45A6-85B5-B1A03D95BB66}\DependentProfileForEnabling","NAME NOT FOUND","Desired Access: Read"
"08:46:56.5017644 AM","DllHost.exe","27228","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044E\{DBEB227A-4EF6-45A6-85B5-B1A03D95BB66}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5017738 AM","DllHost.exe","27228","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044E\{DBEB227A-4EF6-45A6-85B5-B1A03D95BB66}\DependentProfileForDisabling","NAME NOT FOUND","Desired Access: Read"
"08:46:56.5017872 AM","DllHost.exe","27228","RegCloseKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044E\{DBEB227A-4EF6-45A6-85B5-B1A03D95BB66}","SUCCESS",""
"08:46:56.5018007 AM","DllHost.exe","27228","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044E","NO MORE ENTRIES","Index: 1, Length: 288"
"08:46:56.5018151 AM","DllHost.exe","27228","RegCloseKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x0000044E","SUCCESS",""
"08:46:56.5018248 AM","DllHost.exe","27228","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile","SUCCESS","Index: 10, Name: 0x00000461"
"08:46:56.5018409 AM","DllHost.exe","27228","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5018509 AM","DllHost.exe","27228","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x00000461","SUCCESS","Desired Access: Read"
"08:46:56.5018673 AM","DllHost.exe","27228","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x00000461","SUCCESS","Index: 0, Name: {7912A487-286C-4825-A608-F676C630B733}"
"08:46:56.5018804 AM","DllHost.exe","27228","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5018900 AM","DllHost.exe","27228","RegQueryKey","HKLM","SUCCESS","Query: Name"
"08:46:56.5019060 AM","DllHost.exe","27228","RegOpenKey","HKCR\WOW6432Node\CLSID\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\InprocServer32","NAME NOT FOUND","Desired Access: Read"
"08:46:56.5019212 AM","DllHost.exe","27228","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5019306 AM","DllHost.exe","27228","RegQueryKey","HKLM","SUCCESS","Query: Name"
"08:46:56.5019451 AM","DllHost.exe","27228","RegOpenKey","HKCR\WOW6432Node\CLSID\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LocalServer32","NAME NOT FOUND","Desired Access: Read"
"08:46:56.5019584 AM","DllHost.exe","27228","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x00000461","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5019681 AM","DllHost.exe","27228","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x00000461\{7912A487-286C-4825-A608-F676C630B733}","SUCCESS","Desired Access: Read"
"08:46:56.5019835 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x00000461\{7912A487-286C-4825-A608-F676C630B733}\Display Description","SUCCESS","Type: REG_EXPAND_SZ, Length: 78, Data: @%SystemRoot%\system32\input.dll,-5236"
"08:46:56.5021878 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x00000461\{7912A487-286C-4825-A608-F676C630B733}\SubstituteLayout","NAME NOT FOUND","Length: 144"
"08:46:56.5022004 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x00000461\{7912A487-286C-4825-A608-F676C630B733}\HiddenInSettingUI","NAME NOT FOUND","Length: 16"
"08:46:56.5022102 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x00000461\{7912A487-286C-4825-A608-F676C630B733}\SubItemInSettingUI","NAME NOT FOUND","Length: 16"
"08:46:56.5022202 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x00000461\{7912A487-286C-4825-A608-F676C630B733}\Enable","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"08:46:56.5022318 AM","DllHost.exe","27228","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x00000461\{7912A487-286C-4825-A608-F676C630B733}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5022421 AM","DllHost.exe","27228","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x00000461\{7912A487-286C-4825-A608-F676C630B733}\DependentProfileForEnabling","NAME NOT FOUND","Desired Access: Read"
"08:46:56.5022538 AM","DllHost.exe","27228","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x00000461\{7912A487-286C-4825-A608-F676C630B733}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5022634 AM","DllHost.exe","27228","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x00000461\{7912A487-286C-4825-A608-F676C630B733}\DependentProfileForDisabling","NAME NOT FOUND","Desired Access: Read"
"08:46:56.5022762 AM","DllHost.exe","27228","RegCloseKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x00000461\{7912A487-286C-4825-A608-F676C630B733}","SUCCESS",""
"08:46:56.5022889 AM","DllHost.exe","27228","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x00000461","NO MORE ENTRIES","Index: 1, Length: 288"
"08:46:56.5023006 AM","DllHost.exe","27228","RegCloseKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile\0x00000461","SUCCESS",""
"08:46:56.5023121 AM","DllHost.exe","27228","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile","NO MORE ENTRIES","Index: 11, Length: 288"
"08:46:56.5023231 AM","DllHost.exe","27228","RegCloseKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\LanguageProfile","SUCCESS",""
"08:46:56.5023322 AM","DllHost.exe","27228","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 9, Name: {8613E14C-D0C0-4161-AC0F-1DD2563286BC}"
"08:46:56.5023438 AM","DllHost.exe","27228","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5023538 AM","DllHost.exe","27228","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\LanguageProfile","SUCCESS","Desired Access: Read"
"08:46:56.5023685 AM","DllHost.exe","27228","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\LanguageProfile","SUCCESS","Index: 0, Name: 0x0000ffff"
"08:46:56.5023795 AM","DllHost.exe","27228","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\LanguageProfile","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5023895 AM","DllHost.exe","27228","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\LanguageProfile\0x0000ffff","SUCCESS","Desired Access: Read"
"08:46:56.5024060 AM","DllHost.exe","27228","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\LanguageProfile\0x0000ffff","SUCCESS","Index: 0, Name: {B37D4237-8D1A-412E-9026-538FE16DF216}"
"08:46:56.5024232 AM","DllHost.exe","27228","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5024328 AM","DllHost.exe","27228","RegQueryKey","HKLM","SUCCESS","Query: Name"
"08:46:56.5024485 AM","DllHost.exe","27228","RegOpenKey","HKCR\WOW6432Node\CLSID\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\InprocServer32","SUCCESS","Desired Access: Read"
"08:46:56.5024695 AM","DllHost.exe","27228","RegSetInfoKey","HKCR\WOW6432Node\CLSID\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\InprocServer32","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"08:46:56.5024794 AM","DllHost.exe","27228","RegQueryValue","HKCR\WOW6432Node\CLSID\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\InprocServer32\ThreadingModel","SUCCESS","Type: REG_SZ, Length: 20, Data: Apartment"
"08:46:56.5024931 AM","DllHost.exe","27228","RegCloseKey","HKCR\WOW6432Node\CLSID\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\InprocServer32","SUCCESS",""
"08:46:56.5025093 AM","DllHost.exe","27228","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5025200 AM","DllHost.exe","27228","RegOpenKey","HKCR\CLSID\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\InprocServer32","SUCCESS","Desired Access: Read"
"08:46:56.5025411 AM","DllHost.exe","27228","RegSetInfoKey","HKCR\CLSID\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\InprocServer32","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"08:46:56.5025511 AM","DllHost.exe","27228","RegQueryValue","HKCR\CLSID\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\InprocServer32\ThreadingModel","SUCCESS","Type: REG_SZ, Length: 20, Data: Apartment"
"08:46:56.5025651 AM","DllHost.exe","27228","RegCloseKey","HKCR\CLSID\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\InprocServer32","SUCCESS",""
"08:46:56.5025777 AM","DllHost.exe","27228","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\LanguageProfile\0x0000ffff","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5025885 AM","DllHost.exe","27228","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\LanguageProfile\0x0000ffff\{B37D4237-8D1A-412E-9026-538FE16DF216}","SUCCESS","Desired Access: Read"
"08:46:56.5026046 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\CTF\TIP\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\LanguageProfile\0x0000ffff\{B37D4237-8D1A-412E-9026-538FE16DF216}\Display Description","SUCCESS","Type: REG_EXPAND_SZ, Length: 116, Data: @%CommonProgramFiles%\microsoft shared\ink\tiptsf.dll,-90"
"08:46:56.5030050 AM","DllHost.exe","27228","RegOpenKey","HKLM\Software\Microsoft\LanguageOverlay\OverlayPackages\en-GB","SUCCESS","Desired Access: Read"
"08:46:56.5030214 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\en-GB\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"08:46:56.5030340 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\en-GB\Latest","SUCCESS","Type: REG_SZ, Length: 210, Data: C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22000.35.229.0_neutral__8wekyb3d8bbwe"
"08:46:56.5030471 AM","DllHost.exe","27228","RegCloseKey","HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\en-GB","SUCCESS",""
"08:46:56.5033065 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\CTF\TIP\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\LanguageProfile\0x0000ffff\{B37D4237-8D1A-412E-9026-538FE16DF216}\SubstituteLayout","NAME NOT FOUND","Length: 144"
"08:46:56.5033192 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\CTF\TIP\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\LanguageProfile\0x0000ffff\{B37D4237-8D1A-412E-9026-538FE16DF216}\HiddenInSettingUI","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"08:46:56.5033298 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\CTF\TIP\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\LanguageProfile\0x0000ffff\{B37D4237-8D1A-412E-9026-538FE16DF216}\SubItemInSettingUI","NAME NOT FOUND","Length: 16"
"08:46:56.5033396 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\CTF\TIP\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\LanguageProfile\0x0000ffff\{B37D4237-8D1A-412E-9026-538FE16DF216}\Enable","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"08:46:56.5033508 AM","DllHost.exe","27228","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\LanguageProfile\0x0000ffff\{B37D4237-8D1A-412E-9026-538FE16DF216}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5033617 AM","DllHost.exe","27228","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\LanguageProfile\0x0000ffff\{B37D4237-8D1A-412E-9026-538FE16DF216}\DependentProfileForEnabling","NAME NOT FOUND","Desired Access: Read"
"08:46:56.5033778 AM","DllHost.exe","27228","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\LanguageProfile\0x0000ffff\{B37D4237-8D1A-412E-9026-538FE16DF216}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5033877 AM","DllHost.exe","27228","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\LanguageProfile\0x0000ffff\{B37D4237-8D1A-412E-9026-538FE16DF216}\DependentProfileForDisabling","NAME NOT FOUND","Desired Access: Read"
"08:46:56.5034047 AM","DllHost.exe","27228","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5034152 AM","DllHost.exe","27228","RegOpenKey","HKLM\Software\Microsoft\CTF\TIP","SUCCESS","Desired Access: Read"
"08:46:56.5034302 AM","DllHost.exe","27228","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 0, Name: {0000897b-83df-4b96-be07-0fb58b01c4a4}"
"08:46:56.5034463 AM","DllHost.exe","27228","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5034567 AM","DllHost.exe","27228","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{0000897b-83df-4b96-be07-0fb58b01c4a4}\Category\Category","NAME NOT FOUND","Desired Access: Read"
"08:46:56.5034692 AM","DllHost.exe","27228","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 1, Name: {03b5835f-f03c-411b-9ce2-aa23e1171e36}"
"08:46:56.5034856 AM","DllHost.exe","27228","RegOpenKey","HKCU","SUCCESS","Desired Access: Read"
"08:46:56.5035061 AM","DllHost.exe","27228","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5035197 AM","DllHost.exe","27228","RegOpenKey","HKCU\Software\Policies\Microsoft\InputMethod\Settings\JPN","NAME NOT FOUND","Desired Access: Read"
"08:46:56.5035360 AM","DllHost.exe","27228","RegCloseKey","HKCU","SUCCESS",""
"08:46:56.5035622 AM","DllHost.exe","27228","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.5035733 AM","DllHost.exe","27228","RegOpenKey","HKLM\Software\Microsoft\PolicyManager\default\TextInput\ConfigureJapaneseIMEVersion","SUCCESS","Desired Access: Read"
"08:46:56.5035898 AM","DllHost.exe","27228","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\ConfigureJapaneseIMEVersion","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"08:46:56.5036048 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\ConfigureJapaneseIMEVersion\PolicyType","SUCCESS","Type: REG_DWORD, Length: 4, Data: 4"
"08:46:56.5036196 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\ConfigureJapaneseIMEVersion\Behavior","SUCCESS","Type: REG_DWORD, Length: 4, Data: 73760"
"08:46:56.5036311 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\ConfigureJapaneseIMEVersion\MergeAlgorithm","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"08:46:56.5036424 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\ConfigureJapaneseIMEVersion\RegKeyPathRedirectMapped","NAME NOT FOUND","Length: 16"
"08:46:56.5036572 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\ConfigureJapaneseIMEVersion\RegKeyPathRedirect","NAME NOT FOUND","Length: 12"
"08:46:56.5036684 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\ConfigureJapaneseIMEVersion\grouppolicyname","NAME NOT FOUND","Length: 12"
"08:46:56.5036789 AM","DllHost.exe","27228","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\ConfigureJapaneseIMEVersion\ADMXMetadataUser","NAME NOT FOUND","Length: 12"
