"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"08:46:56.2924681 AM","DllHost.exe","27228","RegOpenKey","HKCU","SUCCESS","Desired Access: Read"
"08:46:56.2925355 AM","DllHost.exe","27228","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\9a9d6c4e-0c84-5401-7148-5d809fa78018","NAME NOT FOUND","Length: 528"
"08:46:56.2926395 AM","DllHost.exe","27228","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.2926654 AM","DllHost.exe","27228","RegOpenKey","HKCU\Control Panel\International","SUCCESS","Desired Access: All Access"
"08:46:56.2926891 AM","DllHost.exe","27228","RegQueryKey","HKU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.2927016 AM","DllHost.exe","27228","RegCreateKey","HKU\.DEFAULT\Control Panel\International","SUCCESS","Desired Access: Write, Disposition: REG_OPENED_EXISTING_KEY"
"08:46:56.2927406 AM","DllHost.exe","27228","RegQueryKey","HKCU\Control Panel\International","SUCCESS","Query: Cached, SubKeys: 4, Values: 41"
"08:46:56.2927548 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 0, Name: Locale, Type: REG_SZ, Length: 18, Data: 00000809"
"08:46:56.2927711 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\Locale","SUCCESS","Type: REG_SZ, Length: 18, Data: 00000809"
"08:46:56.2927894 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 1, Name: LocaleName, Type: REG_SZ, Length: 12, Data: en-GB"
"08:46:56.2928002 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\LocaleName","SUCCESS","Type: REG_SZ, Length: 12, Data: en-GB"
"08:46:56.2928127 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 2, Name: s1159, Type: REG_SZ, Length: 6, Data: AM"
"08:46:56.2928231 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\s1159","SUCCESS","Type: REG_SZ, Length: 6, Data: AM"
"08:46:56.2928352 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 3, Name: s2359, Type: REG_SZ, Length: 6, Data: PM"
"08:46:56.2928453 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\s2359","SUCCESS","Type: REG_SZ, Length: 6, Data: PM"
"08:46:56.2928572 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 4, Name: sCurrency, Type: REG_SZ, Length: 4, Data: £"
"08:46:56.2928676 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\sCurrency","SUCCESS","Type: REG_SZ, Length: 4, Data: £"
"08:46:56.2928796 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 5, Name: sDate, Type: REG_SZ, Length: 4, Data: /"
"08:46:56.2928896 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\sDate","SUCCESS","Type: REG_SZ, Length: 4, Data: /"
"08:46:56.2929012 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 6, Name: sDecimal, Type: REG_SZ, Length: 4, Data: ."
"08:46:56.2929112 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\sDecimal","SUCCESS","Type: REG_SZ, Length: 4, Data: ."
"08:46:56.2929232 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 7, Name: sGrouping, Type: REG_SZ, Length: 8, Data: 3;0"
"08:46:56.2929342 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\sGrouping","SUCCESS","Type: REG_SZ, Length: 8, Data: 3;0"
"08:46:56.2929486 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 8, Name: sLanguage, Type: REG_SZ, Length: 8, Data: ENG"
"08:46:56.2929593 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\sLanguage","SUCCESS","Type: REG_SZ, Length: 8, Data: ENG"
"08:46:56.2929714 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 9, Name: sList, Type: REG_SZ, Length: 4, Data: ,"
"08:46:56.2929815 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\sList","SUCCESS","Type: REG_SZ, Length: 4, Data: ,"
"08:46:56.2929932 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 10, Name: sLongDate, Type: REG_SZ, Length: 26, Data: dd MMMM yyyy"
"08:46:56.2930035 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\sLongDate","SUCCESS","Type: REG_SZ, Length: 26, Data: dd MMMM yyyy"
"08:46:56.2930153 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 11, Name: sMonDecimalSep, Type: REG_SZ, Length: 4, Data: ."
"08:46:56.2930257 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\sMonDecimalSep","SUCCESS","Type: REG_SZ, Length: 4, Data: ."
"08:46:56.2930375 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 12, Name: sMonGrouping, Type: REG_SZ, Length: 8, Data: 3;0"
"08:46:56.2930476 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\sMonGrouping","SUCCESS","Type: REG_SZ, Length: 8, Data: 3;0"
"08:46:56.2930593 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 13, Name: sMonThousandSep, Type: REG_SZ, Length: 4, Data: ,"
"08:46:56.2930726 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\sMonThousandSep","SUCCESS","Type: REG_SZ, Length: 4, Data: ,"
"08:46:56.2930850 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 14, Name: sNativeDigits, Type: REG_SZ, Length: 22, Data: 0123456789"
"08:46:56.2930955 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\sNativeDigits","SUCCESS","Type: REG_SZ, Length: 22, Data: 0123456789"
"08:46:56.2931076 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 15, Name: sNegativeSign, Type: REG_SZ, Length: 4, Data: -"
"08:46:56.2931177 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\sNegativeSign","SUCCESS","Type: REG_SZ, Length: 4, Data: -"
"08:46:56.2931293 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 16, Name: sPositiveSign, Type: REG_SZ, Length: 2, Data: "
"08:46:56.2931394 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\sPositiveSign","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"08:46:56.2931511 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 17, Name: sShortDate, Type: REG_SZ, Length: 22, Data: dd/MM/yyyy"
"08:46:56.2931613 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\sShortDate","SUCCESS","Type: REG_SZ, Length: 22, Data: dd/MM/yyyy"
"08:46:56.2931731 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 18, Name: sThousand, Type: REG_SZ, Length: 4, Data: ,"
"08:46:56.2931833 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\sThousand","SUCCESS","Type: REG_SZ, Length: 4, Data: ,"
"08:46:56.2931950 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 19, Name: sTime, Type: REG_SZ, Length: 4, Data: :"
"08:46:56.2932051 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\sTime","SUCCESS","Type: REG_SZ, Length: 4, Data: :"
"08:46:56.2932169 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 20, Name: sTimeFormat, Type: REG_SZ, Length: 24, Data: hh:mm:ss tt"
"08:46:56.2932273 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\sTimeFormat","SUCCESS","Type: REG_SZ, Length: 24, Data: hh:mm:ss tt"
"08:46:56.2933893 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 21, Name: sShortTime, Type: REG_SZ, Length: 18, Data: hh:mm tt"
"08:46:56.2934075 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\sShortTime","SUCCESS","Type: REG_SZ, Length: 18, Data: hh:mm tt"
"08:46:56.2934798 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 22, Name: sYearMonth, Type: REG_SZ, Length: 20, Data: MMMM yyyy"
"08:46:56.2934915 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\sYearMonth","SUCCESS","Type: REG_SZ, Length: 20, Data: MMMM yyyy"
"08:46:56.2935136 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 23, Name: iCalendarType, Type: REG_SZ, Length: 4, Data: 1"
"08:46:56.2935253 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\iCalendarType","SUCCESS","Type: REG_SZ, Length: 4, Data: 1"
"08:46:56.2935385 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 24, Name: iCountry, Type: REG_SZ, Length: 6, Data: 44"
"08:46:56.2935492 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\iCountry","SUCCESS","Type: REG_SZ, Length: 6, Data: 44"
"08:46:56.2935619 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 25, Name: iCurrDigits, Type: REG_SZ, Length: 4, Data: 2"
"08:46:56.2935728 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\iCurrDigits","SUCCESS","Type: REG_SZ, Length: 4, Data: 2"
"08:46:56.2935874 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 26, Name: iCurrency, Type: REG_SZ, Length: 4, Data: 0"
"08:46:56.2935984 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\iCurrency","SUCCESS","Type: REG_SZ, Length: 4, Data: 0"
"08:46:56.2936107 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 27, Name: iDate, Type: REG_SZ, Length: 4, Data: 1"
"08:46:56.2936209 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\iDate","SUCCESS","Type: REG_SZ, Length: 4, Data: 1"
"08:46:56.2936329 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 28, Name: iDigits, Type: REG_SZ, Length: 4, Data: 2"
"08:46:56.2936430 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\iDigits","SUCCESS","Type: REG_SZ, Length: 4, Data: 2"
"08:46:56.2936549 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 29, Name: NumShape, Type: REG_SZ, Length: 4, Data: 1"
"08:46:56.2936650 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\NumShape","SUCCESS","Type: REG_SZ, Length: 4, Data: 1"
"08:46:56.2936769 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 30, Name: iFirstDayOfWeek, Type: REG_SZ, Length: 4, Data: 0"
"08:46:56.2936871 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\iFirstDayOfWeek","SUCCESS","Type: REG_SZ, Length: 4, Data: 0"
"08:46:56.2936995 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 31, Name: iFirstWeekOfYear, Type: REG_SZ, Length: 4, Data: 2"
"08:46:56.2937098 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\iFirstWeekOfYear","SUCCESS","Type: REG_SZ, Length: 4, Data: 2"
"08:46:56.2937217 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 32, Name: iLZero, Type: REG_SZ, Length: 4, Data: 1"
"08:46:56.2937318 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\iLZero","SUCCESS","Type: REG_SZ, Length: 4, Data: 1"
"08:46:56.2937438 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 33, Name: iMeasure, Type: REG_SZ, Length: 4, Data: 0"
"08:46:56.2937541 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\iMeasure","SUCCESS","Type: REG_SZ, Length: 4, Data: 0"
"08:46:56.2937662 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 34, Name: iNegCurr, Type: REG_SZ, Length: 4, Data: 1"
"08:46:56.2937768 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\iNegCurr","SUCCESS","Type: REG_SZ, Length: 4, Data: 1"
"08:46:56.2937892 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 35, Name: iNegNumber, Type: REG_SZ, Length: 4, Data: 1"
"08:46:56.2938007 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\iNegNumber","SUCCESS","Type: REG_SZ, Length: 4, Data: 1"
"08:46:56.2938129 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 36, Name: iPaperSize, Type: REG_SZ, Length: 4, Data: 9"
"08:46:56.2938230 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\iPaperSize","SUCCESS","Type: REG_SZ, Length: 4, Data: 9"
"08:46:56.2938351 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 37, Name: iTime, Type: REG_SZ, Length: 4, Data: 0"
"08:46:56.2938452 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\iTime","SUCCESS","Type: REG_SZ, Length: 4, Data: 0"
"08:46:56.2938773 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 38, Name: iTimePrefix, Type: REG_SZ, Length: 4, Data: 0"
"08:46:56.2938878 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\iTimePrefix","SUCCESS","Type: REG_SZ, Length: 4, Data: 0"
"08:46:56.2939002 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 39, Name: iTLZero, Type: REG_SZ, Length: 4, Data: 1"
"08:46:56.2939111 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\iTLZero","SUCCESS","Type: REG_SZ, Length: 4, Data: 1"
"08:46:56.2939234 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International","SUCCESS","Index: 40, Name: sCountry, Type: REG_SZ, Length: 30, Data: United Kingdom"
"08:46:56.2939341 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\sCountry","SUCCESS","Type: REG_SZ, Length: 30, Data: United Kingdom"
"08:46:56.2939481 AM","DllHost.exe","27228","RegEnumKey","HKCU\Control Panel\International","SUCCESS","Index: 0, Name: Geo"
"08:46:56.2939600 AM","DllHost.exe","27228","RegQueryKey","HKU\.DEFAULT\Control Panel\International","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.2939710 AM","DllHost.exe","27228","RegCreateKey","HKU\.DEFAULT\Control Panel\International\Geo","SUCCESS","Desired Access: All Access, Disposition: REG_OPENED_EXISTING_KEY"
"08:46:56.2939957 AM","DllHost.exe","27228","RegQueryKey","HKCU\Control Panel\International","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.2940060 AM","DllHost.exe","27228","RegOpenKey","HKCU\Control Panel\International\Geo","SUCCESS","Desired Access: All Access"
"08:46:56.2940212 AM","DllHost.exe","27228","RegQueryKey","HKCU\Control Panel\International\Geo","SUCCESS","Query: Cached, SubKeys: 0, Values: 2"
"08:46:56.2940324 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International\Geo","SUCCESS","Index: 0, Name: Nation, Type: REG_SZ, Length: 8, Data: 242"
"08:46:56.2940442 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\Geo\Nation","SUCCESS","Type: REG_SZ, Length: 8, Data: 242"
"08:46:56.2940571 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International\Geo","SUCCESS","Index: 1, Name: Name, Type: REG_SZ, Length: 6, Data: GB"
"08:46:56.2940681 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\Geo\Name","SUCCESS","Type: REG_SZ, Length: 6, Data: GB"
"08:46:56.2940805 AM","DllHost.exe","27228","RegEnumKey","HKCU\Control Panel\International\Geo","NO MORE ENTRIES","Index: 0, Length: 288"
"08:46:56.2940933 AM","DllHost.exe","27228","RegCloseKey","HKCU\Control Panel\International\Geo","SUCCESS",""
"08:46:56.2941033 AM","DllHost.exe","27228","RegCloseKey","HKU\.DEFAULT\Control Panel\International\Geo","SUCCESS",""
"08:46:56.2941124 AM","DllHost.exe","27228","RegEnumKey","HKCU\Control Panel\International","SUCCESS","Index: 1, Name: LanguageComponentsAvailable"
"08:46:56.2941237 AM","DllHost.exe","27228","RegQueryKey","HKU\.DEFAULT\Control Panel\International","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.2941342 AM","DllHost.exe","27228","RegCreateKey","HKU\.DEFAULT\Control Panel\International\LanguageComponentsAvailable","SUCCESS","Desired Access: All Access, Disposition: REG_CREATED_NEW_KEY"
"08:46:56.2942108 AM","DllHost.exe","27228","RegQueryKey","HKCU\Control Panel\International","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.2942210 AM","DllHost.exe","27228","RegOpenKey","HKCU\Control Panel\International\LanguageComponentsAvailable","SUCCESS","Desired Access: All Access"
"08:46:56.2942370 AM","DllHost.exe","27228","RegQueryKey","HKCU\Control Panel\International\LanguageComponentsAvailable","SUCCESS","Query: Cached, SubKeys: 0, Values: 4"
"08:46:56.2942530 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International\LanguageComponentsAvailable","SUCCESS","Index: 0, Name: AvailableSpeechFeatures, Type: REG_MULTI_SZ, Length: 206, Data: da-DK, fr-CA, en-GB, de-DE, en-IN, en-AU, en-CA, en-US, es-ES, fr-FR, es-MX, it-IT, ja-JP, pt-BR, zh-CN, zh-HK, zh-TW"
"08:46:56.2942671 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\LanguageComponentsAvailable\AvailableSpeechFeatures","SUCCESS","Type: REG_MULTI_SZ, Length: 206, Data: da-DK, fr-CA, en-GB, de-DE, en-IN, en-AU, en-CA, en-US, es-ES, fr-FR, es-MX, it-IT, ja-JP, pt-BR, zh-CN, zh-HK, zh-TW"
"08:46:56.2943121 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International\LanguageComponentsAvailable","SUCCESS","Index: 1, Name: AvailableHandwritingFeatures, Type: REG_MULTI_SZ, Length: 682, Data: af-ZA, rw-RW, de-DE, rm-CH, el-GR, gd-GB, da-DK, ca-ES, en-GB, bs-LATN-BA, hr-HR, nl-NL, cs-CZ, zh-CN, cy-GB, ja-JP, en-US, sl-SI, xh-ZA, es-ES, fr-FR, ms-BN, es-MX, tn-ZA, eu-ES, fi-FI, ga-IE, gl-ES, nso-ZA, hi-IN, id-ID, it-IT, sw-KE, ko-KR, lb-LU, mi-NZ, ms-MY, nb-NO, nn-NO, pl-PL, pt-BR, pt-PT, ro-RO, ru-RU, sk-SK, sq-AL, sr-CYRL-RS, sr-LATN-RS, sv-SE, tr-TR, wo-SN, zh-HK, zh-TW, zu-ZA"
"08:46:56.2943306 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\LanguageComponentsAvailable\AvailableHandwritingFeatures","SUCCESS","Type: REG_MULTI_SZ, Length: 682, Data: af-ZA, rw-RW, de-DE, rm-CH, el-GR, gd-GB, da-DK, ca-ES, en-GB, bs-LATN-BA, hr-HR, nl-NL, cs-CZ, zh-CN, cy-GB, ja-JP, en-US, sl-SI, xh-ZA, es-ES, fr-FR, ms-BN, es-MX, tn-ZA, eu-ES, fi-FI, ga-IE, gl-ES, nso-ZA, hi-IN, id-ID, it-IT, sw-KE, ko-KR, lb-LU, mi-NZ, ms-MY, nb-NO, nn-NO, pl-PL, pt-BR, pt-PT, ro-RO, ru-RU, sk-SK, sq-AL, sr-CYRL-RS, sr-LATN-RS, sv-SE, tr-TR, wo-SN, zh-HK, zh-TW, zu-ZA"
"08:46:56.2943656 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International\LanguageComponentsAvailable","SUCCESS","Index: 2, Name: AvailableTextToSpeechFeatures, Type: REG_MULTI_SZ, Length: 590, Data: ar-EG, ar-SA, bg-BG, de-DE, fr-CA, en-GB, ca-ES, da-DK, de-CH, cs-CZ, zh-CN, de-AT, fi-FI, el-GR, en-IN, en-AU, en-CA, en-IE, nl-BE, en-US, sl-SI, es-ES, fr-FR, es-MX, fr-CH, he-IL, hi-IN, hr-HR, nl-NL, hu-HU, it-IT, id-ID, ja-JP, ko-KR, ms-MY, nb-NO, pl-PL, pt-BR, th-TH, pt-PT, ro-RO, ru-RU, sk-SK, sv-SE, ta-IN, tr-TR, vi-VN, zh-HK, zh-TW"
"08:46:56.2943835 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\LanguageComponentsAvailable\AvailableTextToSpeechFeatures","SUCCESS","Type: REG_MULTI_SZ, Length: 590, Data: ar-EG, ar-SA, bg-BG, de-DE, fr-CA, en-GB, ca-ES, da-DK, de-CH, cs-CZ, zh-CN, de-AT, fi-FI, el-GR, en-IN, en-AU, en-CA, en-IE, nl-BE, en-US, sl-SI, es-ES, fr-FR, es-MX, fr-CH, he-IL, hi-IN, hr-HR, nl-NL, hu-HU, it-IT, id-ID, ja-JP, ko-KR, ms-MY, nb-NO, pl-PL, pt-BR, th-TH, pt-PT, ro-RO, ru-RU, sk-SK, sv-SE, ta-IN, tr-TR, vi-VN, zh-HK, zh-TW"
"08:46:56.2944287 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International\LanguageComponentsAvailable","SUCCESS","Index: 3, Name: AvailableLanguagePacks, Type: REG_MULTI_SZ, Length: 1,484, Data: bg-bg, az-latn-az, de-de, be-by, af-za, fa-ir, he-il, bn-in, ar-sa, am-et, as-in, gl-es, km-kh, bn-bd, ga-ie, nl-nl, hr-hr, chr-cher-us, bs-latn-ba, prs-af, kok-in, ca-es, en-gb, fr-ca, ca-es-valencia, zh-cn, si-lk, cs-cz, gu-in, cy-gb, ig-ng, ja-jp, da-dk, gd-gb, el-gr, xh-za, sl-si, en-us, kk-kz, te-in, es-es, fr-fr, kn-in, mk-mk, ml-in, ku-arab-iq, yo-ng, tn-za, es-mx, et-ee, eu-es, fi-fi, fil-ph, uz-latn-uz, sw-ke, hu-hu, it-it, ha-latn-ng, pa-in, hi-in, lo-la, hy-am, lb-lu, id-id, th-th, pt-br, pl-pl, or-in, is-is, ka-ge, ko-kr, uk-ua, ti-et, ky-kg, mn-mn, mr-in, tk-tm, lt-lt, lv-lv, mi-nz, ms-my, ur-pk, ro-ro, mt-mt, ug-cn, nb-no, sr-cyrl-rs, sq-al, ne-np, nn-no, nso-za, pa-arab-pk, pt-pt, quc-latn-gt, quz-pe, ru-ru, rw-rw, sd-arab-pk, sk-sk, sr-cyrl-ba, sr-latn-rs, sv-se, ta-in, tg-cyrl-tj, tr-tr, tt-ru, vi-vn, wo-sn, zh-tw, zu-za"
"08:46:56.2944509 AM","DllHost.exe","27228","RegSetValue","HKU\.DEFAULT\Control Panel\International\LanguageComponentsAvailable\AvailableLanguagePacks","SUCCESS","Type: REG_MULTI_SZ, Length: 1,484, Data: bg-bg, az-latn-az, de-de, be-by, af-za, fa-ir, he-il, bn-in, ar-sa, am-et, as-in, gl-es, km-kh, bn-bd, ga-ie, nl-nl, hr-hr, chr-cher-us, bs-latn-ba, prs-af, kok-in, ca-es, en-gb, fr-ca, ca-es-valencia, zh-cn, si-lk, cs-cz, gu-in, cy-gb, ig-ng, ja-jp, da-dk, gd-gb, el-gr, xh-za, sl-si, en-us, kk-kz, te-in, es-es, fr-fr, kn-in, mk-mk, ml-in, ku-arab-iq, yo-ng, tn-za, es-mx, et-ee, eu-es, fi-fi, fil-ph, uz-latn-uz, sw-ke, hu-hu, it-it, ha-latn-ng, pa-in, hi-in, lo-la, hy-am, lb-lu, id-id, th-th, pt-br, pl-pl, or-in, is-is, ka-ge, ko-kr, uk-ua, ti-et, ky-kg, mn-mn, mr-in, tk-tm, lt-lt, lv-lv, mi-nz, ms-my, ur-pk, ro-ro, mt-mt, ug-cn, nb-no, sr-cyrl-rs, sq-al, ne-np, nn-no, nso-za, pa-arab-pk, pt-pt, quc-latn-gt, quz-pe, ru-ru, rw-rw, sd-arab-pk, sk-sk, sr-cyrl-ba, sr-latn-rs, sv-se, ta-in, tg-cyrl-tj, tr-tr, tt-ru, vi-vn, wo-sn, zh-tw, zu-za"
"08:46:56.2945029 AM","DllHost.exe","27228","RegEnumKey","HKCU\Control Panel\International\LanguageComponentsAvailable","NO MORE ENTRIES","Index: 0, Length: 288"
"08:46:56.2945152 AM","DllHost.exe","27228","RegCloseKey","HKCU\Control Panel\International\LanguageComponentsAvailable","SUCCESS",""
"08:46:56.2945255 AM","DllHost.exe","27228","RegCloseKey","HKU\.DEFAULT\Control Panel\International\LanguageComponentsAvailable","SUCCESS",""
"08:46:56.2945346 AM","DllHost.exe","27228","RegEnumKey","HKCU\Control Panel\International","SUCCESS","Index: 2, Name: User Profile"
"08:46:56.2945456 AM","DllHost.exe","27228","RegQueryKey","HKU\.DEFAULT\Control Panel\International","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.2945561 AM","DllHost.exe","27228","RegCreateKey","HKU\.DEFAULT\Control Panel\International\User Profile","SUCCESS","Desired Access: All Access, Disposition: REG_CREATED_NEW_KEY"
"08:46:56.2946070 AM","DllHost.exe","27228","RegQueryKey","HKCU\Control Panel\International","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"08:46:56.2946173 AM","DllHost.exe","27228","RegOpenKey","HKCU\Control Panel\International\User Profile","SUCCESS","Desired Access: All Access"
"08:46:56.2946306 AM","DllHost.exe","27228","RegQueryKey","HKCU\Control Panel\International\User Profile","SUCCESS","Query: Cached, SubKeys: 2, Values: 6"
"08:46:56.2946415 AM","DllHost.exe","27228","RegEnumValue","HKCU\Control Panel\International\User Profile","SUCCESS","Index: 0, Name: Languages, Type: REG_MULTI_SZ, Length: 20, Data: en-GB, cs"
